5.874698753951475894e+00,4.111111111111112604e-02,3.200000000000000067e-01
5.791495379577767721e+00,3.969696969696970279e-02,3.300000000000000155e-01
5.709434234483216741e+00,3.828282828282829342e-02,3.400000000000000244e-01
5.629233445049154128e+00,3.686868686868688405e-02,3.500000000000000333e-01
5.550405362790943542e+00,3.545454545454546080e-02,3.600000000000000422e-01
5.472890818803417545e+00,3.404040404040405143e-02,3.699999999999999956e-01
5.396639826112301641e+00,3.262626262626264206e-02,3.800000000000000044e-01
5.321521350548401585e+00,3.121212121212121882e-02,4.000000000000000222e-01
5.247190227543462981e+00,2.979797979797980945e-02,4.100000000000000311e-01
5.174229260364680449e+00,2.838383838383840008e-02,4.299999999999999933e-01
5.102219746655549670e+00,2.696969696969697683e-02,4.500000000000000111e-01
5.031061623480736600e+00,2.555555555555556746e-02,4.700000000000000289e-01
4.960622238522303107e+00,2.414141414141415809e-02,5.000000000000000000e-01
4.890805395877444894e+00,2.272727272727273484e-02,5.300000000000000266e-01
4.821148317259156713e+00,2.131313131313133935e-02,5.700000000000000622e-01
4.752128948425350607e+00,1.989898989898991610e-02,6.099999999999999867e-01
4.683188475579003196e+00,1.848484848484849286e-02,6.700000000000000400e-01
4.614087392936524701e+00,1.707070707070709736e-02,7.399999999999999911e-01
4.544482587835484644e+00,1.565656565656567412e-02,8.400000000000000799e-01
4.473956950324669002e+00,1.424242424242425087e-02,9.699999999999999734e-01
4.403273130443183803e+00,1.282828282828285538e-02,9.899999999999999911e-01
4.334931627194912984e+00,1.141414141414143213e-02,9.899999999999999911e-01
4.268536699058803841e+00,1.000000000000000021e-02,9.899999999999999911e-01
 Configuration: 2-Stage optimised , Relative Stage Sizing = third column, Isp1=311;Isp2=343
