1.220901055241095534e+01,1.499999999999999944e-01
1.197496611335461836e+01,1.485858585858585712e-01
1.174950553010780929e+01,1.471717171717171757e-01
1.153121008857487517e+01,1.457575757575757525e-01
1.131893016391398099e+01,1.443434343434343292e-01
1.111408818943655774e+01,1.429292929292929337e-01
1.091463785034093448e+01,1.415151515151515105e-01
1.072205252338422454e+01,1.401010101010100872e-01
1.053514138515409293e+01,1.386868686868686917e-01
1.035290606090091536e+01,1.372727272727272685e-01
1.017670989629506906e+01,1.358585858585858452e-01
1.000548850251536059e+01,1.344444444444444497e-01
9.838331236200405172e+00,1.330303030303030265e-01
9.676531417729911766e+00,1.316161616161616033e-01
9.519116780282914192e+00,1.302020202020202078e-01
9.365238223105382787e+00,1.287878787878787845e-01
9.216152307051535431e+00,1.273737373737373613e-01
9.070951136392974234e+00,1.259595959595959658e-01
8.929487290622015294e+00,1.245454545454545425e-01
8.791023092860365651e+00,1.231313131313131332e-01
8.656678441549846781e+00,1.217171717171717238e-01
8.525664746703464303e+00,1.203030303030303005e-01
8.397260356649239199e+00,1.188888888888888912e-01
8.272609614376010612e+00,1.174747474747474818e-01
8.150939985639643837e+00,1.160606060606060586e-01
8.032147642602724957e+00,1.146464646464646492e-01
7.915570361679574063e+00,1.132323232323232398e-01
7.802290184664933292e+00,1.118181818181818166e-01
7.691598268669953775e+00,1.104040404040404072e-01
7.583408517694726569e+00,1.089898989898989978e-01
7.477638554579296937e+00,1.075757575757575746e-01
7.373712771509995711e+00,1.061616161616161652e-01
7.272591745587905443e+00,1.047474747474747558e-01
7.173660058320348476e+00,1.033333333333333326e-01
7.076848727556972030e+00,1.019191919191919232e-01
6.982091600162658729e+00,1.005050505050505139e-01
6.888869943610576918e+00,9.909090909090909061e-02
6.798070576162592360e+00,9.767676767676768124e-02
6.709139436581529559e+00,9.626262626262627187e-02
6.622020637714564728e+00,9.484848484848484862e-02
6.536660472797009014e+00,9.343434343434343925e-02
6.452574308799409408e+00,9.202020202020202988e-02
6.370612184058760619e+00,9.060606060606060663e-02
6.290256952428811665e+00,8.919191919191919726e-02
6.211462879573904416e+00,8.777777777777778789e-02
6.134185931613828302e+00,8.636363636363636465e-02
6.058383698753979196e+00,8.494949494949495528e-02
5.983619983878620374e+00,8.353535353535354591e-02
5.910675264378832061e+00,8.212121212121212266e-02
5.839084844241949845e+00,8.070707070707071329e-02
5.768812296845811538e+00,7.929292929292930392e-02
5.699822478480494503e+00,7.787878787878788067e-02
5.632081473686580075e+00,7.646464646464647130e-02
5.565556543274388979e+00,7.505050505050506193e-02
5.499865615261823493e+00,7.363636363636363869e-02
5.435703532812976135e+00,7.222222222222222932e-02
5.372664116763603559e+00,7.080808080808081995e-02
5.310718993505092023e+00,6.939393939393939670e-02
5.249840731080926304e+00,6.797979797979798733e-02
5.190002801305269031e+00,6.656565656565657796e-02
5.131179543638982210e+00,6.515151515151515471e-02
5.073019677836756891e+00,6.373737373737374534e-02
5.016173615904678584e+00,6.232323232323233597e-02
4.960268643623270357e+00,6.090909090909091272e-02
4.905282345655312959e+00,5.949494949494950335e-02
4.851193009488982355e+00,5.808080808080809398e-02
4.797979598686732849e+00,5.666666666666667074e-02
4.745621727309623061e+00,5.525252525252526137e-02
4.694099635459552999e+00,5.383838383838385200e-02
4.643394165884911828e+00,5.242424242424242875e-02
4.593206367147038449e+00,5.101010101010101938e-02
4.544096365866866272e+00,4.959595959595961001e-02
4.495747795266347602e+00,4.818181818181818676e-02
4.448143768465116388e+00,4.676767676767677739e-02
4.401267893396798137e+00,4.535353535353536802e-02
4.355104255161998950e+00,4.393939393939394478e-02
4.309637399109233158e+00,4.252525252525253541e-02
4.264852314610251938e+00,4.111111111111112604e-02
4.220734419497897072e+00,3.969696969696970279e-02
4.177013773892652715e+00,3.828282828282829342e-02
4.134203089425122712e+00,3.686868686868688405e-02
4.092017370875280946e+00,3.545454545454546080e-02
4.050443662862480032e+00,3.404040404040405143e-02
4.009469365940915964e+00,3.262626262626264206e-02
3.969082224670422487e+00,3.121212121212121882e-02
3.929270316150071274e+00,2.979797979797980945e-02
3.890022038994558340e+00,2.838383838383840008e-02
3.851326102734218715e+00,2.696969696969697683e-02
3.813171517620396411e+00,2.555555555555556746e-02
3.775547584818836011e+00,2.414141414141415809e-02
3.738223378526533747e+00,2.272727272727273484e-02
3.701641865911788010e+00,2.131313131313133935e-02
3.665559878857207021e+00,1.989898989898991610e-02
3.629967831258636757e+00,1.848484848484849286e-02
3.594856381738904982e+00,1.707070707070709736e-02
3.560216425998589784e+00,1.565656565656567412e-02
3.526039089443913976e+00,1.424242424242425087e-02
3.492315720080498398e+00,1.282828282828285538e-02
3.459037881662244462e+00,1.141414141414143213e-02
3.426197347085035538e+00,1.000000000000000021e-02
Configuration: 3-Stage, mass Stage 1 = 2 x mass Stage 2 = 2 x mass Stage 3 Isp Stage 1:311s Isp Stage 2: 343s Isp Stage 3: 410s
