9.999999999999999673e+98,1.499999999999999944e-01
9.999999999999999673e+98,1.485858585858585712e-01
9.999999999999999673e+98,1.471717171717171757e-01
9.999999999999999673e+98,1.457575757575757525e-01
9.999999999999999673e+98,1.443434343434343292e-01
9.999999999999999673e+98,1.429292929292929337e-01
9.999999999999999673e+98,1.415151515151515105e-01
9.999999999999999673e+98,1.401010101010100872e-01
9.999999999999999673e+98,1.386868686868686917e-01
9.999999999999999673e+98,1.372727272727272685e-01
9.999999999999999673e+98,1.358585858585858452e-01
9.999999999999999673e+98,1.344444444444444497e-01
9.999999999999999673e+98,1.330303030303030265e-01
9.999999999999999673e+98,1.316161616161616033e-01
9.999999999999999673e+98,1.302020202020202078e-01
9.999999999999999673e+98,1.287878787878787845e-01
9.999999999999999673e+98,1.273737373737373613e-01
9.999999999999999673e+98,1.259595959595959658e-01
9.999999999999999673e+98,1.245454545454545425e-01
9.999999999999999673e+98,1.231313131313131332e-01
9.999999999999999673e+98,1.217171717171717238e-01
9.999999999999999673e+98,1.203030303030303005e-01
9.999999999999999673e+98,1.188888888888888912e-01
9.999999999999999673e+98,1.174747474747474818e-01
9.999999999999999673e+98,1.160606060606060586e-01
9.999999999999999673e+98,1.146464646464646492e-01
4.046372741441638254e+02,1.132323232323232398e-01
2.137121935903106191e+02,1.118181818181818166e-01
1.450760427458438926e+02,1.104040404040404072e-01
1.097325357786541531e+02,1.089898989898989978e-01
8.819159127012213162e+01,1.075757575757575746e-01
7.368589082482716890e+01,1.061616161616161652e-01
6.325112073323705175e+01,1.047474747474747558e-01
5.539205428819693822e+01,1.033333333333333326e-01
4.924968386723641345e+01,1.019191919191919232e-01
4.432346457864987599e+01,1.005050505050505139e-01
4.028384823766442224e+01,9.909090909090909061e-02
3.691280827314383117e+01,9.767676767676768124e-02
3.405210233715428814e+01,9.626262626262627187e-02
3.159690292020781399e+01,9.484848484848484862e-02
2.946720441662744250e+01,9.343434343434343925e-02
2.760020329371217329e+01,9.202020202020202988e-02
2.595251004467764488e+01,9.060606060606060663e-02
2.448793720526863993e+01,8.919191919191919726e-02
2.317371629967358260e+01,8.777777777777778789e-02
2.199149644390045211e+01,8.636363636363636465e-02
2.092070008738290809e+01,8.494949494949495528e-02
1.994811903284395882e+01,8.353535353535354591e-02
1.905926971168194939e+01,8.212121212121212266e-02
1.824221403570941291e+01,8.070707070707071329e-02
1.749151421829559183e+01,7.929292929292930392e-02
1.679955239711970449e+01,7.787878787878788067e-02
1.615701996133875440e+01,7.646464646464647130e-02
1.556001110876304239e+01,7.505050505050506193e-02
1.500516678979741947e+01,7.363636363636363869e-02
1.448578858021412863e+01,7.222222222222222932e-02
1.400089532231482004e+01,7.080808080808081995e-02
1.354607606662209740e+01,6.939393939393939670e-02
1.311862600223742881e+01,6.797979797979798733e-02
1.271510704330212427e+01,6.656565656565657796e-02
1.233553870594881552e+01,6.515151515151515471e-02
1.197692189216796876e+01,6.373737373737374534e-02
1.163756906253163059e+01,6.232323232323233597e-02
1.131596781545022878e+01,6.090909090909091272e-02
1.101166486697767155e+01,5.949494949494950335e-02
1.072162455367032585e+01,5.808080808080809398e-02
1.044565276080965077e+01,5.666666666666667074e-02
1.018274592065402828e+01,5.525252525252526137e-02
9.931992369425902467e+00,5.383838383838385200e-02
9.693368059435188755e+00,5.242424242424242875e-02
9.464542576559900056e+00,5.101010101010101938e-02
9.245599079965105105e+00,4.959595959595961001e-02
9.036653890742744721e+00,4.818181818181818676e-02
8.835677276759911436e+00,4.676767676767677739e-02
8.643518786861532632e+00,4.535353535353536802e-02
8.458383764431840035e+00,4.393939393939394478e-02
8.280444338755701850e+00,4.252525252525253541e-02
8.109976702251568526e+00,4.111111111111112604e-02
7.945270711701552635e+00,3.969696969696970279e-02
7.787262776298804035e+00,3.828282828282829342e-02
7.634934822471450389e+00,3.686868686868688405e-02
7.487500502826304860e+00,3.545454545454546080e-02
7.345734949167306738e+00,3.404040404040405143e-02
7.208323101120676313e+00,3.262626262626264206e-02
7.076062591171822902e+00,3.121212121212121882e-02
6.947676470372194935e+00,2.979797979797980945e-02
6.824000526014539325e+00,2.838383838383840008e-02
6.704272720357106863e+00,2.696969696969697683e-02
6.587872711971183293e+00,2.555555555555556746e-02
6.475559738052569791e+00,2.414141414141415809e-02
6.366668719794468245e+00,2.272727272727273484e-02
6.260645326286200962e+00,2.131313131313133935e-02
6.158202585329883405e+00,1.989898989898991610e-02
6.058744519186587851e+00,1.848484848484849286e-02
5.961762205973709428e+00,1.707070707070709736e-02
5.867947069614721123e+00,1.565656565656567412e-02
5.776750274006077213e+00,1.424242424242425087e-02
5.687691151115155996e+00,1.282828282828285538e-02
5.601461147135687213e+00,1.141414141414143213e-02
5.517540288452705610e+00,1.000000000000000021e-02
Configuration: 2-Stage, mass Stage 1 = 2 x mass Stage 2; Isp Stage 1= 280s; Isp Stage 2 = 320s
